codice_ente,ente_controllore,punto_prelievo,tipologia_punto_prelievo,indirizzo_punto_prelievo,comune_punto_prelievo,codice_comune,provincia_punto_prelievo,latitudine,longitudine,location,id_campione,macro_categoria_parametro,categoria_parametro,parametro,tipo_parametro,codice_parametro,risultato,unit_misura,esito,data_referto,anno_referto,indirizzo_di_georeferenziazione,frazione_punto_prelievo,valore_testuale,unita_di_misura_testuale,segno
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151890UM008","Punti rete","Parco II - Miscela tutte, Rozzano","ROZZANO","015189","MILANO","45.38146","9.15549","POINT (9.15549 45.38146)","5764-2020-PREL_ACQ-28870-625685","Chimico","Metalli","cromo","Normato",,"4.0","µg/l","Conforme","2020-07-22","2020","PARCO II-MISCELA TUTTE,ROZZANO",,"4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151729U0017","Punti rete","CASCINA NOVELLANA TRATT.","PESSANO CON BORNAGO","015172","MILANO","45.54758","9.38458","POINT (9.38458 45.54758)","4500-2020-PREL_ACQ-10967-625671","Chimico","Solventi alogenati","cloroformio","Indicatore",,"0.74","µg/l","Conforme","2020-04-27","2020","CASCINA NOVELLANA TRATT.",,"0.74","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151409U0079","Punti rete","via Monti I col. tr, Melegnano","MELEGNANO","015140","MILANO","45.4710942","9.1690085","POINT (9.1690085 45.4710942)","6168-2020-PREL_ACQ-48561-625645","Chimico","Anioni","cloruro","Indicatore","16887-00-6","4.0","mg/l","Conforme","2020-11-04","2020","Via Vincenzo Monti",,"< 4","milligrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151189U0056","Punti rete","Via Marcolini","LEGNANO","015118","MILANO","45.5834","8.89173","POINT (8.89173 45.5834)","2677-2020-PREL_ACQ-29368-245611","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","426.0","µS/cm","Conforme","2020-07-17","2020","VIA PADRE MARCOLINI",,"426","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151069UM014","Punti rete","MAZZINI II TRATTATA/MISCELATA, Gessate","GESSATE","015106","MILANO","45.55748","9.43484","POINT (9.43484 45.55748)","5872-2020-PREL_ACQ-32963-625619","Chimico","Solventi alogenati","triclorofluorometano (r-11)","Indicatore",,"0.4","µg/l","Conforme","2020-09-07","2020","MAZZINI II TRATTATA/MISCELATA,GESSATE",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151189U0011","Punti rete","Via Cuttica","LEGNANO","015118","MILANO","45.5904117","8.9230356","POINT (8.9230356 45.5904117)","2558-2020-PREL_ACQ-2601-245611","Chimico","Metalli","manganese","Indicatore","7439-96-5","4.0","µg/l","Conforme","2020-03-02","2020","Via Renato Cuttica",,"4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151149U0005","Punti rete","ROBINIE I TRATT.","INZAGO","015114","MILANO","45.5309171","9.4723152","POINT (9.4723152 45.5309171)","4668-2020-PREL_ACQ-24338-625626","Chimico","Solventi alogenati","difluoroclorometano (r-22)","Indicatore","75-45-6","0.4","µg/l","Conforme","2020-06-11","2020","Via delle Robinie",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151950U0336","Punti rete","VIA MARONCELLI","SAN GIULIANO MILANESE","015195","MILANO","45.394175","9.2473342","POINT (9.2473342 45.394175)","4689-2020-PREL_ACQ-24635-625691","Microbiologico","Batteri","conteggio delle colonie a 22°c","Indicatore",,"48.0","ufc/ml","Conforme","2020-05-25","2020","VIA PIETRO MARONCELLI",,"48","unita formanti colonia per millilitro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO015201NU0003","Punti rete","Via Battisti","SAN VITTORE OLONA","015201","MILANO","45.57962","8.95766","POINT (8.95766 45.57962)","5272-2020-PREL_ACQ-33280-245611","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","634.0","µS/cm","Conforme","2020-09-01","2020","VIA CESARE BATTISTI",,"634","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0150150U0003","Punti rete","Via Longobardi, Basiglio","BASIGLIO","015015","MILANO","45.36392","9.16596","POINT (9.16596 45.36392)","5946-2020-PREL_ACQ-34137-625742","Chimico","Metalli","calcio","Indicatore","7440-70-2","43.0","mg/l","Conforme","2020-09-21","2020","VIA DEI LONGOBARDI,BASIGLIO",,"43","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0150129U0001","Punti rete","Via Girotti","BAREGGIO","015012","MILANO","45.48068","8.99394","POINT (8.99394 45.48068)","1766-2020-PREL_ACQ-26518-245611","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","514.0","µS/cm","Conforme","2020-07-02","2020","VIA FILIPPO GIROTTI",,"514","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO015038NU0036","Punti rete","Via Papa Giovanni XXXIII","BUSCATE","015038","MILANO","45.5417211","8.8162545","POINT (8.8162545 45.5417211)","2956-2020-PREL_ACQ-29558-245611","Chimico","Solventi alogenati","somma tetracloroetilene+tricloroetilene","Normato","CHM-TTC-0","0.74","µg/l","Conforme","2020-07-31","2020","Via Papa Giovanni XXIII",,"0.74","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151089U0039","Punti rete","MATTEI TRATT.","GORGONZOLA","015108","MILANO","45.5275836","9.390139","POINT (9.390139 45.5275836)","4837-2020-PREL_ACQ-30884-625620","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","647.0","µS/cm","Conforme","2020-08-06","2020","Via Enrico Mattei",,"647","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0152069U0004","Punti rete","Via Adda","SENAGO","015206","MILANO","45.578643","9.130157","POINT (9.130157 45.578643)","1252-2020-PREL_ACQ-28321-245611","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","546.0","µS/cm","Conforme","2020-07-16","2020","VIA ADDA",,"546","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0150249U0003","Punti rete","Via Virgilio, Binasco","BINASCO","015024","MILANO","45.33476","9.0984","POINT (9.0984 45.33476)","194-2020-PREL_ACQ-1872-625747","Chimico","Anioni","nitrati","Normato",,"4.0","mg/l","Conforme","2020-03-02","2020","VIA VIRGILIO,BINASCO",,"< 4","milligrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO015062NU0006","Punti rete","Via delle Rimembranze","CASTANO PRIMO","015062","MILANO","45.55457","8.7841","POINT (8.7841 45.55457)","2973-2020-PREL_ACQ-31750-245611","Chimico","Solventi alogenati","trialometani totali","Normato",,"1.4","µg/l","Conforme","2020-08-21","2020","VIALE RIMEMBRANZE",,"1.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0150059U0003","Punti rete","C.na Marcatutto","ALBAIRATE","015005","MILANO","45.40573","8.9578","POINT (8.9578 45.40573)","2722-2020-PREL_ACQ-49208-245611","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","475.0","µS/cm","Conforme","2020-11-26","2020","CASCINA MARCATUTTO",,"475","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151590U0136","Punti rete","Via Madonnina, Opera","OPERA","015159","MILANO","45.3784429","9.2203231","POINT (9.2203231 45.3784429)","5777-2020-PREL_ACQ-30512-625659","Chimico","Solventi alogenati","triclorofluorometano (r-11)","Indicatore",,"0.4","µg/l","Conforme","2020-08-03","2020","VIA MADONNINA,OPERA",,"0.4","microgrammi per litro",
"030325","ATS DI BERGAMO","RE016024XU0015","Punti rete","VIA LOCHIS, BERGAMO","BERGAMO","016024","BERGAMO","45.69196","9.63667","POINT (9.63667 45.69196)","20LA00971","Chimico","Anioni","solfato","Indicatore","14808-79-8","24.0","mg/l","Conforme","2020-08-10","2020","VIA GUGLIELMO LOCHIS,BERGAMO",,"24","milligrammi per litro",
"030325","ATS DI BERGAMO","RE0161560U0001","Punti rete","CENTRO PAESE, PALAZZAGO","PALAZZAGO","016156","BERGAMO","45.75167","9.53699","POINT (9.53699 45.75167)","20LA01144","Fisico","torbidita","torbidita","Indicatore",,"0.4","NTU","Conforme","2020-09-17","2020","CENTRO PAESE,PALAZZAGO",,"0.4","nephelometric turbidity unit",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0980439UM005","Punti rete","Via Trieste Miscela, Ospedaletto Lodigiano","OSPEDALETTO LODIGIANO","098043","LODI","45.1684863","9.5822937","POINT (9.5822937 45.1684863)","4596-2020-PREL_ACQ-24767-625661","Chimico","Anioni","nitrati","Normato",,"4.0","mg/l","Conforme","2020-06-11","2020","Via Trieste",,"< 4","milligrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0150249U0001","Punti rete","Via Martiri di Merlate, Binasco","BINASCO","015024","MILANO","45.3305894","9.0960804","POINT (9.0960804 45.3305894)","194-2020-PREL_ACQ-1872-625747","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","492.0","µS/cm","Conforme","2020-03-02","2020","VIA MARTIRI DI MERLATE,BINASCO",,"492","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO015248NU0005","Punti rete","Via D'Azeglio","VILLA CORTESE","015248","MILANO","45.5676353","8.8943967","POINT (8.8943967 45.5676353)","1137-2020-PREL_ACQ-4539-245611","Chimico","Solventi alogenati","tetracloroetilene","Indicatore","127-18-4","0.24","µg/l","Conforme","2020-03-26","2020","VIA MASSIMO D'AZEGLIO",,"0.24","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151250UM001","Punti rete","P.ZZA GRAMSCI MISC. (01+02)","LOCATE DI TRIULZI","015125","MILANO","45.35761","9.2222","POINT (9.2222 45.35761)","3626-2020-PREL_ACQ-10964-625632","Chimico","Solventi alogenati","tricloroetilene","Indicatore","79-01-6","0.64","µg/l","Conforme","2020-04-27","2020","PIAZZA GRAMSCI MISC.,1 02",,"0.64","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0152099U0024","Punti rete","Via Marx","SESTO SAN GIOVANNI","015209","MILANO","45.52308","9.24593999","POINT (9.24593999 45.52308)","695-2020-PREL_ACQ-4031-245611","Chimico","Solventi alogenati","tricloroetilene","Indicatore","79-01-6","0.84","µg/l","Conforme","2020-02-20","2020","VIA CARLO MARX",,"0.84","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0152449UM001","Punti rete","via C.na Sarmazzano Miscela tr, Vizzolo Predabissi","VIZZOLO PREDABISSI","015244","MILANO","45.3640409","9.3343621","POINT (9.3343621 45.3640409)","4720-2020-PREL_ACQ-25242-625729","Chimico","Anioni","solfato","Indicatore","14808-79-8","41.0","mg/l","Conforme","2020-06-10","2020","Via Cesare Battisti",,"41","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151710UM003","Punti rete","SAN BOBIO MISC. (003-319)","PESCHIERA BORROMEO","015171","MILANO","45.43296","9.30773","POINT (9.30773 45.43296)","4840-2020-PREL_ACQ-29533-625670","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","364.0","µS/cm","Conforme","2020-07-24","2020","SAN BOBIO MISC.003-319",,"364","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151789UM012","Punti rete","CASCINA PORRO CAMPO POZZI TRATTATA, Pozzuolo Martesana","POZZUOLO MARTESANA","015178","MILANO","45.5246258","9.459449","POINT (9.459449 45.5246258)","4751-2020-PREL_ACQ-25186-625677","Chimico","Metalli","manganese","Indicatore","7439-96-5","4.0","µg/l","Conforme","2020-06-08","2020","Cascina Rotta e Porro",,"4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO015002NU0015","Punti rete","Via Cattaneo","ABBIATEGRASSO","015002","MILANO","45.39588","8.91957","POINT (8.91957 45.39588)","2699-2020-PREL_ACQ-24049-245611","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","346.0","µS/cm","Conforme","2020-06-08","2020","VIALE CARLO CATTANEO",,"346","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0980069UM005","Punti rete","Via Dante Miscela, Brembio","BREMBIO","098006","LODI","45.2139424","9.5735063","POINT (9.5735063 45.2139424)","144-2020-PREL_ACQ-1791-625753","Chimico","Anioni","solfato","Indicatore","14808-79-8","4.0","mg/l","Conforme","2020-02-25","2020","Via Dante Alighieri",,"< 4","milligrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO015035NU0003","Punti rete","Via Noè","BUBBIANO","015035","MILANO","45.32857","9.01671","POINT (9.01671 45.32857)","2734-2020-PREL_ACQ-26826-245611","Chimico","Fitosanitari","lm6 (metabolita terbutilazina)","Normato",,"0.04","µg/l","Conforme","2020-07-08","2020","VIA FRANCESCO NOE'",,"0.04","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151669U0014","Punti rete","Via Magenta","PADERNO DUGNANO","015166","MILANO","45.57934","9.15166","POINT (9.15166 45.57934)","1176-2020-PREL_ACQ-1962-245611","Chimico","Solventi alogenati","trialometani totali","Normato",,"0.74","µg/l","Conforme","2020-02-24","2020","VIA MAGENTA",,"0.74","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151599UM001","Punti rete","Via Giovanni XXIII, Opera","OPERA","015159","MILANO","45.3775814","9.2104411","POINT (9.2104411 45.3775814)","5777-2020-PREL_ACQ-30512-625659","Chimico","Solventi alogenati","difluoroclorometano (r-22)","Indicatore","75-45-6","0.4","µg/l","Conforme","2020-08-03","2020","VIA PAPA GIOVANNI XXIII,OPERA",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151849U0003","Punti rete","Strada Statale n.526","ROBECCO SUL NAVIGLIO","015184","MILANO","45.44742","8.88461","POINT (8.88461 45.44742)","1889-2020-PREL_ACQ-25893-245611","Chimico","Solventi alogenati","1,1,2-triclocotrifluoroetano (r-113)","Indicatore","76-13-1","0.4","µg/l","Conforme","2020-06-11","2020","STRADA STATALE 526",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151750UM014","Punti rete","PISA I/II MISCELA, Pioltello","PIOLTELLO","015175","MILANO","45.50055","9.3266","POINT (9.3266 45.50055)","4739-2020-PREL_ACQ-25180-625674","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","468.0","µS/cm","Conforme","2020-06-09","2020","PISA I/II MISCELA,PIOLTELLO",,"468","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151319U0004","Punti rete","Via San Martino","MAGNAGO","015131","MILANO","45.58769","8.80247","POINT (8.80247 45.58769)","3010-2020-PREL_ACQ-29572-245611","Chimico","Solventi alogenati","1,1,2-triclocotrifluoroetano (r-113)","Indicatore","76-13-1","0.4","µg/l","Conforme","2020-07-31","2020","VIA SAN MARTINO",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO015027NU0103","Punti rete","Via Repubblica","BOLLATE","015027","MILANO","45.54142","9.1016","POINT (9.1016 45.54142)","1354-2020-PREL_ACQ-24655-245611","Chimico","Solventi alogenati","1,1-dicloroetilene","Indicatore","75-35-4","0.4","µg/l","Conforme","2020-06-08","2020","VIA DELLA REPUBBLICA",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0980069UM005","Punti rete","Via Dante Miscela, Brembio","BREMBIO","098006","LODI","45.2139424","9.5735063","POINT (9.5735063 45.2139424)","4597-2020-PREL_ACQ-24768-625753","Chimico","Anioni","cloruro","Indicatore","16887-00-6","4.0","mg/l","Conforme","2020-06-04","2020","Via Dante Alighieri",,"< 4","milligrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151519U0005","Punti rete","Via De Gasperi","MOTTA VISCONTI","015151","MILANO","45.28063","8.99257","POINT (8.99257 45.28063)","2777-2020-PREL_ACQ-45788-245611","Microbiologico","Batteri","conteggio delle colonie a 22°c","Indicatore",,"4.0","ufc/ml","Conforme","2020-10-06","2020","VIA ALCIDE DE GASPERI",,"4","unita formanti colonia per millilitro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151919UR007","Punti rete","Via Milano /Armadietto, San Colombano al Lambro","SAN COLOMBANO AL LAMBRO","015191","LODI","45.1864034","9.4741925","POINT (9.4741925 45.1864034)","202010476-001","Chimico","Metalli","ferro","Indicatore","7439-89-6","148.0","µg/l","Conforme","2020-08-10","2020","Via Milano",,"148","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0150869U0003","Punti rete","Via Verdi","CORMANO","015086","MILANO","45.53861","9.16246","POINT (9.16246 45.53861)","5804-2020-PREL_ACQ-34654-245611","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","548.0","µS/cm","Conforme","2020-09-09","2020","VIA GIUSEPPE VERDI",,"548","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO015181NU0046","Punti rete","Parco di Mangrate","RESCALDINA","015181","MILANO","45.6187","8.94746","POINT (8.94746 45.6187)","1048-2020-PREL_ACQ-47766-245611","Chimico","Anioni","nitrati","Normato",,"4.0","mg/l","Conforme","2020-11-17","2020","PARCO DI MANGRATE",,"4","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151189U0021","Punti rete","Via Jucker","LEGNANO","015118","MILANO","45.61534","8.92721","POINT (8.92721 45.61534)","5648-2020-PREL_ACQ-28287-245611","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","456.0","µS/cm","Conforme","2020-07-16","2020","VIA CARLO JUCKER",,"456","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0152479U0240","Punti rete","VIA MONTELLO TRATT.","ZIBIDO SAN GIACOMO","015247","MILANO","45.3482596","9.1273504","POINT (9.1273504 45.3482596)","5947-2020-PREL_ACQ-34786-625731","Chimico","Anioni","nitrati","Normato",,"4.0","mg/l","Conforme","2020-09-29","2020","Via Montello",,"4","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0151189U0004","Punti rete","Via Canova","LEGNANO","015118","MILANO","45.60187","8.92041","POINT (8.92041 45.60187)","2516-2020-PREL_ACQ-1283-245611","Chimico","Solventi alogenati","trialometani totali","Normato",,"0.4","µg/l","Conforme","2020-02-24","2020","VIA ANTONIO CANOVA",,"< 0.4","microgrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0152050UM012","Punti rete","DOMUS I/II MISCELA, Segrate","SEGRATE","015205","MILANO","45.491","9.29499","POINT (9.29499 45.491)","388-2020-PREL_ACQ-10063-625701","Chimico","Anioni","cloruro","Indicatore","16887-00-6","4.0","mg/l","Conforme","2020-04-02","2020","DOMUS I/II MISCELA,SEGRATE",,"< 4","milligrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0152489U0004","Punti rete","Via Genova","VILLA CORTESE","015248","MILANO","45.57244","8.87925","POINT (8.87925 45.57244)","1138-2020-PREL_ACQ-3744-245611","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","499.0","µS/cm","Conforme","2020-03-06","2020","VIA GENOVA",,"499","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0150389U0003","Punti rete","V.le Europa","BUSCATE","015038","MILANO","45.54464","8.80236","POINT (8.80236 45.54464)","2958-2020-PREL_ACQ-49721-245611","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","433.0","µS/cm","Conforme","2020-12-01","2020","VIALE EUROPA",,"433","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO015201NU0022","Punti rete","Via Roma","SAN VITTORE OLONA","015201","MILANO","45.58837","8.93673","POINT (8.93673 45.58837)","2589-2020-PREL_ACQ-10038-245611","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","415.0","µS/cm","Conforme","2020-04-08","2020","VIA ROMA",,"415","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO015062NU0005","Punti rete","Via Lonate","CASTANO PRIMO","015062","MILANO","45.53977","8.73715999","POINT (8.73715999 45.53977)","2975-2020-PREL_ACQ-50270-245611","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","438.0","µS/cm","Conforme","2020-12-10","2020","VIA LONATE",,"438","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0152369U0098","Punti rete","Moncucco, Vernate","VERNATE","015236","MILANO","45.31724","9.06122","POINT (9.06122 45.31724)","6250-2020-PREL_ACQ-50681-625723","Chimico","Anioni","nitrati","Normato",,"4.0","mg/l","Conforme","2020-12-09","2020","MONCUCCO,VERNATE",,"4","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO015211NU0111","Punti rete","Via Don Minzoni","SETTIMO MILANESE","015211","MILANO","45.4933665","9.0459515","POINT (9.0459515 45.4933665)","1644-2020-PREL_ACQ-49060-245611","Chimico","Metalli","calcio","Indicatore","7440-70-2","40.0","mg/l","Conforme","2020-11-26","2020","VIA DON GIOVANNI MINZONI",,"40","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PA0152139UC002","Case dell'acqua","P.zza Grandi","SOLARO","015213","MILANO","45.62017","9.10698","POINT (9.10698 45.62017)","202012019-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","474.0","µS/cm","Conforme","2020-09-09","2020","PIAZZA ACHILLE GRANDI",,"474","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0152069U0002","Punti rete","Via Verdi","SENAGO","015206","MILANO","45.58172","9.14375","POINT (9.14375 45.58172)","1252-2020-PREL_ACQ-28321-245611","Chimico","Solventi alogenati","1,1,2-triclocotrifluoroetano (r-113)","Indicatore","76-13-1","0.4","µg/l","Conforme","2020-07-16","2020","VIA GIUSEPPE VERDI",,"0.4","microgrammi per litro",
